state,district,favored,confidence,rep_nominee,dem_nominee,incumbent,third_party_cand,third_party,redistricting_voter_power,anti_gerrymandering_party,geoid,chamber,district_link,dem_cand_link,rep_cand_link,third_cand_link
KS,KS-HD-87,R,Tilt,Susan Estes,Matt Fox,Open,,,18.89245295532791,D,20087,HD,https://ballotpedia.org/Kansas_House_of_Representatives_District_87,https://mattfoxforkansas.com/,https://ballotpedia.org/Susan_Estes,
KS,KS-HD-28,R,Lean,Carl Turner,Sally Jercha,Open,,,18.844157175329965,D,20028,HD,https://ballotpedia.org/Kansas_House_of_Representatives_District_28,https://www.sally4ks.com/,http://www.carlturnerforkansas.com/index.html,
KS,KS-HD-119,R,Lean,Bradley Ralph,Jan Scoggins,R,,,17.12709447522806,D,20119,HD,https://ballotpedia.org/Kansas_House_of_Representatives_District_119,https://ballotpedia.org/Jan_Scoggins,https://www.ralphfordc.com/,
KS,KS-HD-86,D,Safe,Cyndi Howerton,Stephanie Byers,Open,,,10.91478598517965,D,20086,HD,https://ballotpedia.org/Kansas_House_of_Representatives_District_86,https://www.byersforkansas.com/,https://cyndihowerton.com/,
KS,KS-HD-29,D,Safe,Jerry Clinton,Brett Parker,D,,,10.37466913471568,D,20029,HD,https://ballotpedia.org/Kansas_House_of_Representatives_District_29,http://brettparkerforkansas.com/,https://ballotpedia.org/Jerry_Clinton,
KS,KS-HD-67,R,Likely,Mike Dodson,Cheryl Arthur,Open,,,10.346632258686908,D,20067,HD,https://ballotpedia.org/Kansas_House_of_Representatives_District_67,https://www.cherylforkansas.com/,https://mikedodson.org/,
KS,KS-HD-78,R,Likely,Ron Ryckman,Kathy Meyer,R,,,8.86459696237029,D,20078,HD,https://ballotpedia.org/Kansas_House_of_Representatives_District_78,https://www.meyer4kansas.com/,https://ballotpedia.org/Ron_Ryckman,
KS,KS-SD-28,D,Tilt,Mike Petersen,Jim Ward,R,,,5.479129108306753,D,20028,SD,https://ballotpedia.org/Kansas_State_Senate_District_28,https://kansasforward.com,https://mikepetersenkansas.com/,
KS,KS-SD-18,D,Tilt,Kristen O'Shea,Tobias Schlingensiepen,Open,,,5.151133835384347,D,20018,SD,https://ballotpedia.org/Kansas_State_Senate_District_18,http://tobiasforkansas.com,https://www.osheaforkansas.com,
KS,KS-HD-20,R,Likely,Jane Dirks,Mari-Lynn Poskin,Open,,,5.0026228045317245,D,20020,HD,https://ballotpedia.org/Kansas_House_of_Representatives_District_20,https://www.poskin4ks.com/,http://www.janedirks.com/,
KS,KS-HD-52,R,Likely,Jesse Borjon,Mary Lou Davis,Open,,,4.831748596648841,D,20052,HD,https://ballotpedia.org/Kansas_House_of_Representatives_District_52,https://marylou4kshouse.com/,https://www.borjonforkansas.com/,
KS,KS-HD-32,D,Safe,Greg Conchola,Pam Curtis,Open,,,4.634200165206537,D,20032,HD,https://ballotpedia.org/Kansas_House_of_Representatives_District_32,https://www.curtisforkck.com/,https://ballotpedia.org/Greg_Conchola,
KS,KS-SD-5,FALSE,Toss-Up,Kevin Braun,Jeff Pittman,R,,,4.4789482252356,D,20005,SD,https://ballotpedia.org/Kansas_State_Senate_District_5,https://www.votepittman.com,https://kevinbraunks.com/,
KS,KS-SD-10,FALSE,Toss-Up,Mike Thompson,Lindsey Constance,Open,,,4.43650099787161,D,20010,SD,https://ballotpedia.org/Kansas_State_Senate_District_10,https://www.lindsey4kansas.com,https://www.mikethompsonforkansas.com,
KS,KS-HD-54,R,Safe,Ken Corbet,John Brosz,R,,,4.3649738021018605,D,20054,HD,https://ballotpedia.org/Kansas_House_of_Representatives_District_54,https://johnbrosz.org/,http://www.kansascorbet54.com,
KS,KS-SD-8,D,Lean,James Todd,Cindy Holscher,Open,,,4.175547020554346,D,20008,SD,https://ballotpedia.org/Kansas_State_Senate_District_8,https://www.cindyforsenateks.com,http://todd4kansas.com/,
KS,KS-HD-38,R,Safe,Timothy Johnson,Sherri Grogan,Open,,,4.155885030719976,D,20038,HD,https://ballotpedia.org/Kansas_House_of_Representatives_District_38,https://groganforkansas.com/,https://ballotpedia.org/Timothy_Johnson_(Kansas),
KS,KS-HD-103,D,Safe,Susanne Haynes,Ponka-We Victors,D,Loren John Hermreck,L,3.183324992613941,D,20103,HD,https://ballotpedia.org/Kansas_House_of_Representatives_District_103,https://ballotpedia.org/Ponka-We_Victors,https://ballotpedia.org/Susanne_Haynes,https://ballotpedia.org/Loren_John_Hermreck
KS,KS-HD-121,R,Safe,John Resman,James Rexford,R,,,3.114456777990148,D,20121,HD,https://ballotpedia.org/Kansas_House_of_Representatives_District_121,https://ballotpedia.org/James_Rexford,https://www.johnresman.us/,
